Date,Rainfall_mm,Runoff_Volume_m3,Peak_Flow_m3s,Duration_h,Waterlogging_Depth_cm,Soil_Moisture_pct,Infiltration_Rate_mm_h,Impervious_Surface_pct,Drainage_Density_km_km2,Observed_Runoff_m3s,Predicted_Runoff_m3s,Forecast_Error_pct
2023-01-10 14:00:00,18.5,72.87,1.562,6,11.16,26.66,25.76,9.56,1.102,1.108,1.026,-7.4
2023-01-10 15:00:00,5.66,323.97,1.641,1,7.55,44.78,13.17,68.72,0.994,0.854,0.808,-5.39
2023-01-10 16:00:00,20.48,429.12,0.861,7,1.02,35.51,37.94,45.06,0.436,1.117,1.149,2.86
2023-01-10 17:00:00,7.62,188.77,1.9,6,10.85,43.34,25.61,16.93,0.745,1.294,1.282,-0.93
2023-01-10 18:00:00,19.15,219.27,0.872,3,12.09,39.22,15.89,49.14,1.106,1.852,1.872,1.08
2023-01-10 19:00:00,8.37,387.5,1.566,5,4.34,41.6,20.74,54.62,0.453,0.44,0.407,-7.5
2023-01-10 20:00:00,8.64,543.86,1.019,7,9.96,38.5,33.2,32.91,1.002,0.662,0.702,6.04
2023-01-10 21:00:00,5.75,495.46,1.805,1,6.4,26.07,10.66,61.01,0.11,1.954,2.065,5.68
2023-01-10 22:00:00,13.04,370.72,1.825,6,13.34,18.81,15.25,14.8,0.104,0.805,0.728,-9.57
2023-01-10 23:00:00,9.13,451.62,0.266,6,12.68,22.96,28.78,23.12,0.936,0.143,0.14,-2.1
2023-01-11 00:00:00,12.11,250.65,1.879,3,7.88,10.71,16.04,11.08,0.938,0.381,0.348,-8.66
2023-01-11 01:00:00,1.84,402.53,1.669,4,10.37,28.34,32.74,18.71,0.968,0.15,0.159,6.0
2023-01-11 02:00:00,19.6,306.4,1.603,5,13.25,27.68,9.57,20.52,1.123,1.981,2.075,4.75
2023-01-11 03:00:00,22.89,154.46,0.482,4,7.44,28.38,31.69,64.65,0.23,0.63,0.681,8.1
2023-01-11 04:00:00,9.1,435.96,1.63,1,4.7,44.09,7.39,10.08,0.355,1.855,1.757,-5.28
2023-01-11 05:00:00,29.97,356.06,1.715,5,11.3,41.9,5.44,32.78,1.094,1.992,1.975,-0.85
2023-01-11 06:00:00,25.58,247.24,0.649,3,3.3,15.66,36.44,39.61,0.295,1.24,1.162,-6.29
2023-01-11 07:00:00,13.23,551.24,1.909,1,5.83,22.91,25.35,63.42,0.85,0.163,0.159,-2.45
2023-01-11 08:00:00,20.66,61.51,0.195,5,12.99,24.84,17.31,69.85,0.684,0.255,0.256,0.39
2023-01-11 09:00:00,17.2,223.68,0.385,5,10.87,22.62,13.14,53.97,0.192,1.015,0.924,-8.97
2023-01-11 10:00:00,1.36,81.28,1.121,4,6.06,37.95,26.59,68.1,0.414,0.872,0.909,4.24
2023-01-11 11:00:00,6.71,471.59,1.194,1,3.22,28.34,22.82,56.16,0.672,1.252,1.263,0.88
2023-01-11 12:00:00,13.88,436.16,1.326,3,5.34,30.02,39.71,67.61,1.038,0.934,0.995,6.53
2023-01-11 13:00:00,23.89,232.24,0.132,3,4.26,39.86,39.41,50.97,0.878,1.875,1.789,-4.59
2023-01-11 14:00:00,2.22,421.61,1.925,1,2.64,38.21,27.23,10.18,0.784,1.116,1.206,8.06
2023-01-11 15:00:00,1.46,267.77,0.185,1,11.15,14.63,20.5,31.12,0.646,1.418,1.559,9.94
2023-01-11 16:00:00,7.98,465.94,0.372,6,3.78,34.99,22.19,47.03,0.429,1.803,1.954,8.37
2023-01-11 17:00:00,0.84,299.8,0.127,2,6.81,25.24,28.89,27.8,0.231,0.379,0.4,5.54
2023-01-11 18:00:00,7.77,276.75,1.177,4,5.79,20.31,8.56,22.77,0.55,0.536,0.569,6.16
2023-01-11 19:00:00,10.93,564.1,1.871,1,14.73,11.75,16.49,42.53,0.131,0.304,0.308,1.32
2023-01-11 20:00:00,3.62,187.98,1.365,1,5.87,27.05,7.63,65.68,0.332,0.365,0.342,-6.3
2023-01-11 21:00:00,7.94,116.25,1.663,2,1.2,22.44,7.57,7.27,0.576,1.074,1.112,3.54
2023-01-11 22:00:00,16.14,371.5,0.125,2,1.35,18.8,11.85,55.0,0.56,0.71,0.74,4.23
2023-01-11 23:00:00,5.36,583.13,1.13,5,8.86,34.31,21.98,51.98,0.149,0.904,0.992,9.73
2023-01-12 00:00:00,4.19,257.81,0.973,7,8.99,36.93,32.47,67.66,0.748,1.967,1.983,0.81
2023-01-12 01:00:00,7.66,84.12,1.048,3,6.28,18.57,21.99,65.5,0.705,0.398,0.38,-4.52
2023-01-12 02:00:00,3.28,236.62,0.237,4,6.48,11.73,16.74,54.55,0.186,1.128,1.169,3.63
2023-01-12 03:00:00,28.54,328.26,1.4,5,0.81,39.71,7.88,38.83,1.137,0.288,0.316,9.72
2023-01-12 04:00:00,8.56,139.06,1.056,1,7.75,10.35,24.26,18.28,0.209,0.705,0.659,-6.52
2023-01-12 05:00:00,4.58,411.96,1.554,2,7.57,42.8,14.49,40.44,1.04,1.102,1.064,-3.45
2023-01-12 06:00:00,9.79,598.76,1.022,6,2.24,31.97,26.52,54.75,0.1,1.899,1.915,0.84
2023-01-12 07:00:00,7.63,298.46,0.384,3,1.56,21.26,39.2,63.22,1.071,0.843,0.787,-6.64
2023-01-12 08:00:00,6.99,245.1,1.332,5,1.85,18.63,8.9,56.33,0.122,0.223,0.202,-9.42
2023-01-12 09:00:00,5.36,270.39,0.428,6,1.52,10.32,12.42,17.69,0.934,0.838,0.811,-3.22
2023-01-12 10:00:00,5.14,113.33,1.758,3,9.15,18.24,21.56,43.98,0.498,0.377,0.405,7.43
2023-01-12 11:00:00,1.88,535.8,1.265,7,2.95,14.82,38.9,26.59,0.912,0.537,0.488,-9.12
2023-01-12 12:00:00,20.64,278.15,0.399,7,3.77,31.43,32.01,5.6,0.542,1.274,1.256,-1.41
2023-01-12 13:00:00,12.64,263.0,1.928,6,2.6,15.83,36.44,18.01,0.178,0.228,0.24,5.26
2023-01-12 14:00:00,10.51,412.83,1.085,2,14.37,28.5,16.68,12.36,0.944,0.983,1.072,9.05
2023-01-12 15:00:00,7.53,293.12,0.239,5,12.82,30.65,39.72,59.78,0.178,1.258,1.38,9.7
2023-01-12 16:00:00,3.56,406.53,1.291,5,3.46,20.43,8.6,21.8,1.114,0.902,0.888,-1.55
2023-01-12 17:00:00,4.34,83.8,0.581,7,4.91,11.23,6.85,23.51,0.156,0.136,0.148,8.82
2023-01-12 18:00:00,2.11,497.55,1.627,3,3.15,11.3,34.95,67.4,0.627,1.972,1.789,-9.28
2023-01-12 19:00:00,4.82,567.28,1.654,6,7.38,10.92,37.45,29.64,0.895,0.798,0.837,4.89
2023-01-12 20:00:00,3.12,406.82,1.96,2,0.29,35.87,8.17,5.62,0.533,1.579,1.624,2.85
2023-01-12 21:00:00,24.66,575.01,1.054,1,10.07,21.13,8.97,23.45,0.339,0.719,0.683,-5.01
2023-01-12 22:00:00,15.42,133.29,0.964,5,7.85,37.87,6.16,12.75,0.935,1.003,1.004,0.1
2023-01-12 23:00:00,8.84,312.58,1.532,1,13.48,25.11,8.66,11.68,0.963,0.838,0.776,-7.4
2023-01-13 00:00:00,3.92,380.99,0.352,2,2.47,25.85,12.33,10.04,1.115,0.751,0.807,7.46
2023-01-13 01:00:00,3.27,369.96,1.139,7,12.06,27.95,38.95,43.56,0.514,0.142,0.138,-2.82
2023-01-13 02:00:00,7.16,270.8,1.138,5,11.88,34.96,28.38,17.31,0.657,0.784,0.804,2.55
2023-01-13 03:00:00,15.86,235.95,0.27,5,1.91,19.57,32.25,28.48,0.499,1.79,1.668,-6.82
2023-01-13 04:00:00,2.17,119.75,0.894,6,5.98,14.26,32.16,61.03,0.383,1.412,1.329,-5.88
2023-01-13 05:00:00,12.52,265.46,1.721,1,2.55,29.46,23.73,32.58,0.926,0.376,0.413,9.84
2023-01-13 06:00:00,4.8,139.46,1.727,7,3.82,21.44,32.91,64.52,0.474,1.223,1.285,5.07
2023-01-13 07:00:00,5.57,453.9,0.289,6,3.95,25.49,25.85,37.37,0.571,1.795,1.961,9.25
2023-01-13 08:00:00,8.65,164.86,0.272,4,8.34,32.64,16.01,30.92,0.544,1.43,1.372,-4.06
2023-01-13 09:00:00,4.04,82.21,0.599,1,6.17,27.29,24.64,53.78,0.884,0.383,0.357,-6.79
2023-01-13 10:00:00,6.88,353.8,1.762,1,14.22,31.71,23.67,9.76,1.11,1.749,1.75,0.06
2023-01-13 11:00:00,3.74,377.38,0.345,4,1.9,29.05,33.82,10.82,0.833,0.673,0.672,-0.15
2023-01-13 12:00:00,5.14,529.55,1.468,2,14.61,35.89,39.36,47.38,0.619,0.963,0.9,-6.54
2023-01-13 13:00:00,14.22,367.34,0.292,2,3.46,34.71,19.39,36.65,0.957,1.1,1.151,4.64
2023-01-13 14:00:00,8.99,240.01,1.284,5,11.59,28.7,31.72,56.38,0.805,1.716,1.669,-2.74
2023-01-13 15:00:00,14.19,491.66,0.777,3,5.08,33.76,8.49,64.56,0.167,1.87,1.753,-6.26
2023-01-13 16:00:00,4.75,347.15,1.599,6,2.15,40.57,32.19,30.24,0.205,1.866,1.803,-3.38
2023-01-13 17:00:00,12.59,93.6,0.544,3,12.87,25.13,18.0,43.77,0.142,0.115,0.116,0.87
2023-01-13 18:00:00,1.62,361.22,1.314,5,4.63,24.45,6.38,37.55,0.602,1.852,1.936,4.54
2023-01-13 19:00:00,8.65,549.41,0.548,3,9.88,36.75,17.71,68.8,1.008,0.203,0.202,-0.49
2023-01-13 20:00:00,13.17,267.97,1.456,1,8.5,30.39,26.37,59.02,0.444,0.605,0.608,0.5
2023-01-13 21:00:00,1.55,212.98,1.76,1,7.08,12.49,9.17,64.26,0.523,1.078,1.0,-7.24
2023-01-13 22:00:00,4.79,128.91,0.341,4,7.44,41.22,37.34,21.53,1.1,1.012,1.096,8.3
2023-01-13 23:00:00,8.64,133.3,1.747,4,10.98,11.08,7.72,55.21,1.021,1.249,1.356,8.57
2023-01-14 00:00:00,16.66,288.02,1.228,5,1.32,36.19,37.55,22.26,0.832,1.011,1.048,3.66
2023-01-14 01:00:00,5.14,377.62,0.342,5,10.02,36.56,29.75,18.57,0.393,1.875,1.694,-9.65
2023-01-14 02:00:00,12.24,94.34,0.912,7,13.44,43.36,16.54,66.38,0.229,0.557,0.561,0.72
2023-01-14 03:00:00,21.53,566.76,0.406,5,0.87,11.89,18.68,6.25,0.118,0.621,0.637,2.58
2023-01-14 04:00:00,12.64,465.32,1.431,1,2.11,30.89,30.93,67.75,0.218,1.849,2.032,9.9
2023-01-14 05:00:00,7.09,372.64,1.542,3,10.75,24.97,26.05,14.7,0.422,0.246,0.27,9.76
2023-01-14 06:00:00,10.97,505.64,0.301,6,6.56,21.57,28.51,58.26,0.707,1.258,1.348,7.15
2023-01-14 07:00:00,5.01,94.1,1.062,7,6.05,13.16,18.62,22.93,0.17,1.395,1.273,-8.75
2023-01-14 08:00:00,8.9,312.26,1.648,7,2.05,29.69,22.07,27.8,0.25,1.061,1.157,9.05
2023-01-14 09:00:00,7.37,396.55,1.879,7,7.6,26.77,39.65,19.09,0.299,1.419,1.451,2.26
2023-01-14 10:00:00,10.71,505.76,1.076,5,1.9,13.66,12.49,43.06,0.795,0.428,0.454,6.07
2023-01-14 11:00:00,5.95,480.91,1.906,5,7.15,31.44,19.62,27.63,0.777,1.72,1.688,-1.86
2023-01-14 12:00:00,11.15,202.39,1.118,1,11.45,35.83,15.21,47.73,0.706,0.366,0.353,-3.55
2023-01-14 13:00:00,5.9,567.48,0.849,6,3.87,36.85,31.78,6.02,0.376,0.862,0.856,-0.7
2023-01-14 14:00:00,15.32,118.39,1.712,1,7.21,41.69,31.74,9.18,0.508,0.243,0.226,-7.0
2023-01-14 15:00:00,6.4,531.32,1.037,6,14.88,24.33,15.24,11.48,0.206,1.136,1.104,-2.82
2023-01-14 16:00:00,0.89,584.02,0.997,1,10.3,43.36,7.85,32.23,0.349,1.373,1.471,7.14
2023-01-14 17:00:00,3.37,147.43,1.032,3,12.62,40.29,5.4,57.96,1.087,1.888,1.714,-9.22
2023-01-14 18:00:00,8.45,447.14,1.709,5,6.22,20.38,19.96,62.73,1.178,1.505,1.4,-6.98
2023-01-14 19:00:00,24.51,72.16,1.681,2,11.52,15.57,19.36,20.91,0.812,1.128,1.043,-7.54
2023-01-14 20:00:00,14.92,272.98,0.867,2,0.61,25.24,39.59,42.33,1.109,1.872,1.836,-1.92
2023-01-14 21:00:00,0.66,333.96,0.733,5,1.84,24.07,21.44,54.94,0.807,1.009,1.109,9.91
2023-01-14 22:00:00,1.97,369.35,1.035,7,3.05,30.15,13.97,23.77,0.137,1.166,1.09,-6.52
2023-01-14 23:00:00,18.11,564.77,1.188,5,6.03,30.42,36.19,31.59,1.196,1.233,1.146,-7.06
2023-01-15 00:00:00,13.12,419.74,0.553,5,12.69,36.25,22.19,39.06,0.209,0.879,0.952,8.3
2023-01-15 01:00:00,33.26,314.7,1.609,5,5.19,27.85,25.97,13.77,0.851,1.693,1.822,7.62
2023-01-15 02:00:00,5.71,495.32,1.024,7,9.82,13.67,8.35,6.69,0.378,0.452,0.41,-9.29
2023-01-15 03:00:00,3.96,572.79,0.735,6,10.64,40.04,18.4,14.93,0.531,1.154,1.212,5.03
2023-01-15 04:00:00,8.8,62.14,0.303,3,8.79,20.84,38.05,45.75,0.811,1.472,1.518,3.13
2023-01-15 05:00:00,5.61,590.39,0.554,2,5.36,44.0,25.63,9.79,0.58,1.818,1.915,5.34
2023-01-15 06:00:00,16.98,97.37,1.904,4,8.66,14.13,17.06,17.33,0.376,1.779,1.777,-0.11
2023-01-15 07:00:00,5.46,497.91,0.68,2,5.13,43.54,26.9,26.96,0.468,1.067,1.172,9.84
2023-01-15 08:00:00,6.71,204.18,0.421,2,1.26,13.19,36.86,10.06,0.476,1.322,1.201,-9.15
2023-01-15 09:00:00,3.48,122.7,0.975,7,14.89,18.09,14.59,17.46,1.155,0.849,0.804,-5.3
2023-01-15 10:00:00,14.24,291.92,0.683,1,1.91,11.63,22.68,64.23,0.978,0.99,0.97,-2.02
2023-01-15 11:00:00,3.69,404.18,0.167,5,1.09,34.68,38.55,6.25,0.604,1.822,1.804,-0.99
2023-01-15 12:00:00,11.3,259.52,0.714,5,13.18,39.76,11.03,47.47,0.32,1.868,2.025,8.4
2023-01-15 13:00:00,27.27,80.01,1.134,5,4.53,25.19,30.19,29.99,0.992,1.801,1.823,1.22
2023-01-15 14:00:00,1.32,379.7,1.148,1,9.75,42.5,26.51,48.72,0.273,0.363,0.33,-9.09
2023-01-15 15:00:00,22.2,546.32,0.777,7,4.94,30.66,28.79,43.26,0.332,1.715,1.683,-1.87
2023-01-15 16:00:00,10.27,260.77,0.95,3,5.87,32.05,17.29,19.53,0.503,1.902,1.87,-1.68
2023-01-15 17:00:00,2.98,168.98,1.934,3,3.93,39.59,15.99,60.07,1.068,0.786,0.859,9.29
2023-01-15 18:00:00,9.06,293.42,0.817,7,5.15,20.39,28.95,36.98,0.245,1.085,1.107,2.03
2023-01-15 19:00:00,13.95,76.6,0.591,4,6.16,22.4,12.54,58.46,0.234,1.58,1.623,2.72
2023-01-15 20:00:00,4.2,501.27,0.563,3,10.81,41.71,19.69,31.39,0.643,1.168,1.218,4.28
2023-01-15 21:00:00,11.76,504.49,0.97,7,7.67,41.53,11.59,69.0,0.404,1.988,2.095,5.38
2023-01-15 22:00:00,23.43,373.4,1.543,3,14.15,44.18,5.29,55.08,0.726,0.966,0.992,2.69
2023-01-15 23:00:00,5.45,244.21,0.491,5,0.63,41.56,38.95,67.79,0.597,1.456,1.379,-5.29
2023-01-16 00:00:00,3.44,489.88,1.448,6,7.55,14.46,20.11,38.43,0.578,1.606,1.726,7.47
2023-01-16 01:00:00,7.55,355.08,0.14,7,8.76,38.83,38.93,35.79,0.223,1.039,1.087,4.62
2023-01-16 02:00:00,8.7,504.26,0.896,2,13.8,24.34,9.91,54.1,0.255,1.728,1.812,4.86
2023-01-16 03:00:00,17.58,397.3,1.574,3,0.74,44.68,25.56,62.22,1.003,1.138,1.251,9.93
2023-01-16 04:00:00,7.35,481.42,0.744,3,8.6,26.53,12.03,67.67,1.074,0.882,0.935,6.01
2023-01-16 05:00:00,5.87,379.21,1.171,1,12.8,29.38,32.65,26.1,0.358,0.305,0.325,6.56
2023-01-16 06:00:00,3.36,277.78,0.489,4,3.63,28.54,32.43,56.92,0.225,0.847,0.923,8.97
2023-01-16 07:00:00,1.57,576.87,1.51,6,13.14,21.26,8.94,18.69,0.159,1.494,1.39,-6.96
2023-01-16 08:00:00,2.47,347.61,0.199,1,0.29,12.63,36.92,40.46,0.769,1.85,1.849,-0.05
2023-01-16 09:00:00,2.46,382.8,1.72,5,10.99,41.35,11.81,16.69,0.887,0.578,0.587,1.56
2023-01-16 10:00:00,6.77,171.27,0.477,2,14.0,38.09,26.45,27.58,0.51,0.775,0.749,-3.35
2023-01-16 11:00:00,1.91,394.11,1.761,4,9.86,14.88,39.5,65.54,0.848,0.393,0.42,6.87
2023-01-16 12:00:00,7.99,364.38,0.77,1,6.59,37.19,35.88,14.5,0.884,1.412,1.486,5.24
2023-01-16 13:00:00,26.87,151.66,1.473,7,0.67,31.9,38.48,46.11,1.129,1.924,2.009,4.42
2023-01-16 14:00:00,17.93,82.77,0.707,3,13.8,24.32,16.99,43.54,0.171,1.318,1.449,9.94
2023-01-16 15:00:00,6.72,382.4,1.821,3,7.05,18.89,8.7,12.85,0.312,1.272,1.211,-4.8
2023-01-16 16:00:00,38.43,470.03,0.341,4,0.43,40.09,11.59,26.19,0.175,1.152,1.206,4.69
2023-01-16 17:00:00,8.72,337.87,0.439,3,10.35,34.51,22.52,41.59,1.055,0.268,0.271,1.12
2023-01-16 18:00:00,9.68,174.72,1.037,7,7.23,29.17,32.76,17.17,0.972,1.486,1.43,-3.77
2023-01-16 19:00:00,7.44,416.59,0.256,1,1.87,31.33,10.26,57.04,0.732,1.244,1.16,-6.75
2023-01-16 20:00:00,8.12,94.06,0.472,1,3.21,13.19,28.09,68.19,0.192,1.357,1.464,7.89
2023-01-16 21:00:00,5.29,293.01,1.893,3,0.97,26.59,16.33,18.96,0.401,1.808,1.843,1.94
2023-01-16 22:00:00,6.79,139.85,1.955,3,8.61,16.78,16.94,17.15,0.427,1.59,1.693,6.48
2023-01-16 23:00:00,22.3,151.45,0.815,5,9.33,17.29,28.17,34.57,0.717,1.584,1.598,0.88
2023-01-17 00:00:00,19.24,161.26,1.854,2,7.59,33.15,21.34,53.6,0.384,1.862,1.758,-5.59
2023-01-17 01:00:00,0.84,262.69,1.135,4,12.26,41.89,33.42,23.3,0.18,1.981,1.917,-3.23
2023-01-17 02:00:00,2.15,78.13,0.613,1,12.92,24.13,10.46,6.29,0.904,1.204,1.175,-2.41
2023-01-17 03:00:00,4.25,268.79,1.435,4,9.23,17.27,32.65,40.18,0.429,0.307,0.336,9.45
2023-01-17 04:00:00,15.95,331.44,1.352,5,0.19,32.71,7.25,67.18,0.598,0.972,0.876,-9.88
2023-01-17 05:00:00,19.53,315.81,1.979,1,10.43,40.49,11.79,30.43,0.24,1.596,1.751,9.71
2023-01-17 06:00:00,13.91,260.53,0.604,5,6.27,36.19,27.97,32.31,0.983,0.153,0.168,9.8
2023-01-17 07:00:00,2.96,511.53,1.377,5,8.48,40.41,34.92,67.98,0.722,0.208,0.229,10.1
2023-01-17 08:00:00,5.39,129.93,0.199,6,9.74,28.78,13.84,50.15,1.092,0.228,0.227,-0.44
2023-01-17 09:00:00,11.91,328.13,0.316,3,5.25,36.32,16.45,51.75,0.645,1.489,1.627,9.27
2023-01-17 10:00:00,6.88,84.12,0.107,7,13.76,14.9,23.8,41.58,1.136,1.052,1.03,-2.09
2023-01-17 11:00:00,6.14,89.14,1.999,6,2.01,22.19,12.41,68.35,1.081,0.801,0.725,-9.49
2023-01-17 12:00:00,6.21,365.63,1.624,4,10.07,23.63,33.39,49.78,0.734,0.301,0.284,-5.65
2023-01-17 13:00:00,18.28,361.31,1.595,7,0.07,27.9,32.08,63.18,1.127,1.491,1.624,8.92
2023-01-17 14:00:00,12.78,532.92,1.068,4,13.87,42.52,10.09,50.46,0.455,0.71,0.641,-9.72
2023-01-17 15:00:00,6.49,356.83,0.67,3,1.69,40.6,21.23,52.78,0.502,0.604,0.61,0.99
2023-01-17 16:00:00,10.62,577.89,0.387,7,1.42,14.71,32.12,23.88,0.15,1.339,1.225,-8.51
2023-01-17 17:00:00,2.59,76.78,0.641,6,5.0,16.05,16.81,24.73,0.748,1.162,1.112,-4.3
2023-01-17 18:00:00,5.39,103.9,0.814,4,5.6,22.52,27.16,55.89,0.894,0.789,0.724,-8.24
2023-01-17 19:00:00,17.1,74.24,1.537,6,3.21,20.18,6.76,24.29,0.951,1.319,1.414,7.2
2023-01-17 20:00:00,1.78,151.9,1.125,3,8.78,31.52,26.3,41.58,0.265,0.615,0.626,1.79
2023-01-17 21:00:00,12.89,347.7,0.247,7,6.64,41.6,10.34,21.21,0.589,1.61,1.739,8.01
2023-01-17 22:00:00,0.82,405.06,0.134,7,0.51,43.68,34.07,58.1,0.295,0.536,0.556,3.73
2023-01-17 23:00:00,24.78,75.07,0.294,1,4.79,32.88,17.44,12.18,0.828,0.402,0.44,9.45
2023-01-18 00:00:00,5.29,570.28,0.88,5,12.16,39.34,14.85,58.91,0.274,1.587,1.59,0.19
2023-01-18 01:00:00,11.18,513.19,1.873,5,10.35,28.38,34.43,44.18,1.095,1.445,1.485,2.77
2023-01-18 02:00:00,9.09,213.14,1.311,6,10.87,17.29,6.76,17.15,0.354,0.447,0.454,1.57
2023-01-18 03:00:00,9.34,92.45,1.623,7,10.47,28.36,18.88,40.23,0.421,0.321,0.32,-0.31
2023-01-18 04:00:00,10.48,143.44,0.986,4,4.66,29.43,17.95,23.36,1.036,1.693,1.81,6.91
2023-01-18 05:00:00,1.45,119.82,0.787,6,1.49,35.99,14.97,26.03,0.604,1.576,1.622,2.92
2023-01-18 06:00:00,9.49,117.81,0.306,6,4.09,17.7,36.91,27.85,0.126,0.722,0.766,6.09
2023-01-18 07:00:00,7.2,335.21,1.764,2,12.48,22.89,31.28,9.12,0.644,1.351,1.428,5.7
2023-01-18 08:00:00,5.31,185.22,1.588,7,14.71,22.74,7.24,69.09,0.193,0.336,0.315,-6.25
2023-01-18 09:00:00,4.25,246.98,0.419,5,7.41,43.58,30.01,7.05,1.184,1.063,1.095,3.01
2023-01-18 10:00:00,9.66,594.23,1.073,7,0.15,25.54,23.46,48.06,0.747,0.136,0.128,-5.88
2023-01-18 11:00:00,3.48,426.37,1.026,3,2.1,36.43,36.53,29.13,0.382,0.844,0.858,1.66
2023-01-18 12:00:00,16.9,571.94,1.288,6,4.83,36.28,15.95,46.99,0.72,0.242,0.251,3.72
2023-01-18 13:00:00,11.77,128.41,1.898,2,8.68,19.29,25.1,28.16,0.185,1.003,1.103,9.97
2023-01-18 14:00:00,10.1,260.18,1.202,2,1.13,30.02,22.53,48.79,0.98,0.901,0.816,-9.43
2023-01-18 15:00:00,16.42,355.1,1.126,5,14.15,41.3,22.13,52.4,1.118,0.944,0.867,-8.16
2023-01-18 16:00:00,1.2,92.22,0.196,5,5.48,26.63,20.96,49.89,1.062,0.186,0.17,-8.6
2023-01-18 17:00:00,2.5,52.3,0.22,5,13.69,43.08,12.2,12.41,0.476,0.787,0.771,-2.03
2023-01-18 18:00:00,12.14,418.74,0.456,3,11.71,17.51,31.45,47.7,0.458,1.537,1.636,6.44
2023-01-18 19:00:00,4.47,403.0,0.162,2,11.33,12.6,20.8,23.2,0.139,0.801,0.856,6.87
2023-01-18 20:00:00,4.98,275.93,1.512,4,9.1,41.2,38.55,6.87,0.817,1.459,1.528,4.73
2023-01-18 21:00:00,2.15,319.3,1.474,3,9.4,39.67,14.13,31.96,0.688,0.802,0.866,7.98
2023-01-18 22:00:00,3.49,278.49,0.359,1,9.57,44.74,28.9,33.18,0.605,0.904,0.872,-3.54
2023-01-18 23:00:00,17.15,63.2,1.689,6,9.43,33.78,37.93,35.37,1.098,1.171,1.075,-8.2
2023-01-19 00:00:00,11.94,234.45,0.394,5,8.31,42.78,28.22,50.81,0.285,1.906,1.738,-8.81
2023-01-19 01:00:00,9.58,147.4,0.672,2,14.8,38.94,35.49,25.07,0.111,0.307,0.329,7.17
2023-01-19 02:00:00,5.14,104.13,0.573,6,10.98,39.55,33.96,25.49,0.181,0.163,0.171,4.91
2023-01-19 03:00:00,9.15,576.2,0.807,7,11.65,29.92,17.6,8.94,0.346,1.255,1.305,3.98
2023-01-19 04:00:00,18.17,379.65,0.584,3,13.09,23.38,26.0,49.64,0.137,1.903,1.842,-3.21
2023-01-19 05:00:00,4.57,450.76,1.029,1,3.23,42.71,10.47,41.91,0.653,1.98,1.932,-2.42
2023-01-19 06:00:00,8.11,223.45,0.874,7,1.26,25.12,23.74,27.71,0.445,1.02,1.113,9.12
2023-01-19 07:00:00,25.79,266.23,1.974,3,7.24,28.86,13.06,50.84,0.299,0.989,0.903,-8.7
2023-01-19 08:00:00,13.79,180.31,0.206,3,7.71,25.61,31.03,39.93,0.925,1.325,1.398,5.51
2023-01-19 09:00:00,5.2,103.33,0.37,4,12.44,29.77,23.48,35.5,0.325,1.156,1.112,-3.81
2023-01-19 10:00:00,13.03,148.47,0.2,6,6.66,26.47,19.39,38.24,0.856,1.305,1.185,-9.2
2023-01-19 11:00:00,1.75,488.63,1.289,4,8.56,11.68,14.41,46.36,0.484,1.761,1.846,4.83
2023-01-19 12:00:00,7.86,422.65,0.204,3,7.91,40.87,39.95,47.9,0.663,1.518,1.467,-3.36
2023-01-19 13:00:00,13.02,350.81,1.689,1,0.57,25.55,7.51,23.78,1.127,1.044,1.09,4.41
2023-01-19 14:00:00,11.04,311.3,1.073,2,9.23,30.61,6.52,14.15,0.141,0.978,1.019,4.19
2023-01-19 15:00:00,12.93,557.34,1.101,2,12.42,14.87,12.6,15.18,0.65,1.315,1.324,0.68
2023-01-19 16:00:00,14.96,90.0,1.167,7,2.36,10.12,38.99,46.56,1.04,0.966,1.02,5.59
2023-01-19 17:00:00,11.66,204.33,0.425,6,8.91,18.59,39.27,61.74,0.747,0.97,0.986,1.65
2023-01-19 18:00:00,11.43,242.47,0.476,5,8.9,34.66,27.92,31.62,0.405,0.131,0.125,-4.58
2023-01-19 19:00:00,9.75,480.33,0.706,5,2.46,13.47,35.8,16.02,0.537,0.431,0.451,4.64
2023-01-19 20:00:00,3.12,595.88,1.228,2,1.85,41.81,12.49,54.18,0.848,1.028,1.046,1.75
2023-01-19 21:00:00,17.15,182.37,0.499,3,14.7,17.53,39.02,59.11,1.08,1.663,1.501,-9.74
2023-01-19 22:00:00,8.08,530.87,0.321,3,5.91,17.16,10.0,62.24,0.145,0.63,0.681,8.1
2023-01-19 23:00:00,13.55,506.84,1.943,4,3.41,16.35,8.54,44.44,0.179,1.093,1.103,0.91
2023-01-20 00:00:00,15.98,173.56,0.142,6,2.57,10.49,8.93,60.95,0.458,0.755,0.811,7.42
2023-01-20 01:00:00,5.43,269.63,1.625,4,10.01,37.01,25.06,6.0,0.356,0.299,0.322,7.69
2023-01-20 02:00:00,5.83,275.32,1.597,5,9.14,40.63,32.33,11.97,0.391,1.921,1.9,-1.09
2023-01-20 03:00:00,6.49,588.02,0.665,2,9.65,31.5,17.83,11.02,0.343,1.724,1.727,0.17
2023-01-20 04:00:00,19.35,149.49,0.358,7,1.32,16.59,39.23,51.32,0.315,0.249,0.245,-1.61
2023-01-20 05:00:00,3.79,489.54,0.377,3,13.4,19.98,20.2,9.52,0.244,1.468,1.453,-1.02
2023-01-20 06:00:00,21.6,233.81,1.425,2,5.84,26.66,10.27,37.26,1.127,0.76,0.82,7.89
